Ham,b'Its going good...no problem..but still need little experience to understand american customer voice...'
Ham,"b""I'll text you when I drop x off"""
Ham,"b""Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap"""
Ham,b'Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt'
Spam,"b'Shop till u Drop, IS IT YOU, either 10K, 5K, \xc2\xa3500 Cash or \xc2\xa3100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary'"
Ham,b'Are you in castor? You need to see something'
Spam,b'Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. \xc2\xa31.50 SP:Tyrone'
Spam,b'U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565'
Spam,b'U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08'
Spam,b'Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.'
Ham,"b""see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."""
Ham,b'I love to give massages. I use lots of baby oil... What is your fave position?'
Ham,b'Dude we should go sup again'
Ham,b'Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive'
Ham,b'Gibbs unsold.mike hussey'
Ham,b'I like to talk pa but am not able to. I dont know y.'
Ham,"b""Y dun cut too short leh. U dun like ah? She failed. She's quite sad."""
Ham,b'You unbelievable faglord'
Ham,b'Wife.how she knew the time of murder exactly'
Ham,b'Why do you ask princess?'
Ham,b'I am great princess! What are you thinking about me? :)'
Ham,b'Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you'
Ham,"b""It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."""
Ham,"b""Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt"""
Ham,b'Superb Thought- Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.:-)'
Ham,b'Hope you are having a good week. Just checking in'
Ham,"b""I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."""
Ham,"b""Thursday night? Yeah, sure thing, we'll work it out then"""
Spam,"b'Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16'"
Ham,b'Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.'
Ham,b'How is it possible to teach you. And where.'
Ham,"b'I wonder if your phone battery went dead ? I had to tell you, I love you babe'"
Ham,"b""Lovely smell on this bus and it ain't tobacco... """
Ham,"b""We're all getting worried over here, derek and taylor have already assumed the worst"""
Ham,"b""Hey what's up charles sorry about the late reply."""
Spam,"b'all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468'"
Ham,b'I.ll give her once i have it. Plus she said grinule greet you whenever we speak'
Ham,b'WHITE FUDGE OREOS ARE IN STORES'
Spam,"b'January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)'"
Ham,"b""My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you"""
Ham,b'I am sorry it hurt you.'
Ham,"b""Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/"""
Ham,b'Ok lor but not too early. Me still having project meeting now.'
Ham,"b'Call me da, i am waiting for your call.'"
Ham,b'I could ask carlos if we could get more if anybody else can chip in'
Ham,b'Was actually about to send you a reminder today. Have a wonderful weekend'
Ham,"b""When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\\'t know that Iam addicted to my sweet Friends..!! BSLVYL"""
Ham,b'Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? '
Ham,b'Dont talk to him ever ok its my word.'
Ham,b'When u wana see it then'
Ham,"b""On ma way to school. Can you pls send me ashley's number"""
Ham,b'It shall be fine. I have avalarr now. Will hollalater'
Ham,"b""She went to attend another two rounds today..but still did't reach home.."""
Ham,b'Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com'
Ham,"b'K, wait chikku..il send aftr  &lt'"
Ham,"b""But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet."""
Ham,b'K:)i will give my kvb acc details:)'
Ham,b'Oh all have to come ah?'
Spam,b'money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over \xc2\xa31million to give away ! ppt150x3+normal text rate box403 w1t1jy'
Ham,"b""I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)"""
Ham,b'Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go'
Ham,b'So do you have samus shoulders yet'
Ham,"b""What time you think you'll have it? Need to know when I should be near campus"""
Spam,"b'Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or \xc2\xa31000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.'"
Ham,b'Then dun wear jeans lor...'
Ham,"b'Since when, which side, any fever, any vomitin.'"
Ham,b'K:)k.are you in college?'
Spam,"b'Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or \xc2\xa310,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+'"
Ham,b'Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.'
Ham,"b""No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)"""
Ham,b'Theyre doing it to lots of places. Only hospitals and medical places are safe.'
Spam,b'How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)'
Ham,"b""And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed"""
Ham,"b'I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones'"
Ham,b'I cant wait to see you! How were the photos were useful? :)'
Spam,b'Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1'
Ham,b'Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging '
Ham,b'Chk in ur belovd ms dict'
Ham,b'Is that what time you want me to come?'
Ham,"b""Awesome, lemme know whenever you're around"""
Ham,b'Shb b ok lor... Thanx...'
Ham,b'Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOOD NIGHT'
Ham,"b""Also remember to get dobby's bowl from your car"""
Spam,b'Filthy stories and GIRLS waiting for your'
Ham,"b""Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in..."""
Ham,"b""Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"""
Ham,b'Welp apparently he retired'
Ham,"b""My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!"""
Ham,b'Where @'
Ham,"b""U sure u can't take any sick time?"""
Spam,b'URGENT! We are trying to contact U. Todays draw shows that you have won a \xc2\xa3800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only'
Ham,"b'Watching cartoon, listening music &amp'"
Ham,b'Yo chad which gymnastics class do you wanna take? The site says Christians class is full..'
Ham,b'Are you this much buzy'
Ham,b'Or better still can you catch her and let ask her if she can sell  &lt'
Ham,b'I am not sure about night menu. . . I know only about noon menu'
Ham,b'What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.'
Ham,b'Are you willing to go for aptitude class.'
Ham,"b'It wont b until 2.15 as trying 2 sort house out, is that ok?'"
Ham,"b'Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?'"
Ham,"b'Haha awesome, omw back now then'"
Ham,b'Yup i thk so until e shop closes lor.'
Ham,b'what is your account number?'
Ham,b'Eh u send wrongly lar...'
Ham,b'Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya '
Ham,b'Ok i shall talk to him'
Ham,b'Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing'
Ham,b'Hey you can pay. With salary de. Only  &lt'
Ham,b'Another month. I need chocolate weed and alcohol.'
Ham,b'If he started searching he will get job in few days.he have great potential and talent.'
Ham,b'Reckon need to be in town by eightish to walk from * carpark.'
Spam,"b'Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.'"
Ham,b'LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP'
Ham,b'Yo guess what I just dropped'
Ham,"b""Carlos says he'll be at mu in  &lt"""
Ham,"b""I'm in office now . I will call you  &lt"""
Ham,"b""Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"""
Ham,"b'Yun ah.the ubi one say if \xc3\xbc wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.\xc3\xa8n'"
Ham,b'Ugh. Gotta drive back to sd from la. My butt is sore.'
Ham,b'26th OF JULY'
Ham,b'Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.'
Ham,b'Up to \xc3\xbc... \xc3\x9c wan come then come lor... But i din c any stripes skirt...'
Ham,b'The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp'
Ham,"b""I can't, I don't have her number!"""
Ham,"b""Change again... It's e one next to escalator..."""
Ham,"b""Yetunde i'm in class can you not run water on it to make it ok. Pls now."""
Ham,b'Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? '
Ham,b'Then \xc3\xbc wait 4 me at bus stop aft ur lect lar. If i dun c \xc3\xbc then i go get my car then come back n pick \xc3\xbc.'
Ham,"b'Aight will do, thanks again for comin out'"
Ham,b'No..but heard abt tat..'
Spam,b'Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed \xc2\xa31000 cash or \xc2\xa35000 prize!'
Ham,b'Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.'
Ham,b'&lt'
Ham,b'Umma. Did she say anything'
Ham,b'Give me a sec to think think about it'
Spam,b'Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout'
Ham,"b""I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?"""
Ham,"b'Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt'"
Ham,"b'Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt'"
Ham,b'Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am'
Ham,"b'I just got home babe, are you still awake ?'"
Ham,b'I dunno they close oredi not... \xc3\x9c v ma fan...'
Ham,b'Just buy a pizza. Meat lovers or supreme. U get to pick.'
Ham,"b'Ya, told..she was asking wats matter?'"
Ham,"b'Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!'"
Spam,b'FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+'
Ham,b'Shall i send that exe to your mail id.'
Ham,b'Nope watching tv at home... Not going out. V bored...'
Ham,b'Don know..wait i will check it.'
Ham,"b'Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen'"
Spam,b'Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18'
Ham,b'We still on for tonight?'
Ham,b'May i call You later Pls'
Ham,"b""Hasn't that been the pattern recently crap weekends?"""
Ham,"b""I have a sore throat. It's scratches when I talk"""
Ham,b'Yes da. Any plm at ur office'
Ham,b'Are you not around or just still asleep? :V'
Ham,"b""Lol you forgot it eh ? Yes, I'll bring it in babe"""
Ham,"b""Its good, we'll find a way"""
Ham,b'Can not use foreign stamps in this country. Good lecture .'
Ham,b'Yup bathe liao...'
Ham,b'HAPPY NEW YEAR MY NO.1 MAN'
Ham,"b""OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"""
Ham,b'ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG'
Ham,"b""Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"""
Ham,"b'No my blankets are sufficient, thx'"
Ham,"b""naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"""
Ham,"b'Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)'"
Ham,b'They just talking thats it de. They wont any other.'
Ham,b'Today am going to college so am not able to atten the class.'
Ham,"b""I'm in class. Will holla later"""
Ham,b'Easy ah?sen got selected means its good..'
Ham,b'Mmm thats better now i got a roast down me! i\xc2\x92d b better if i had a few drinks down me 2! Good indian?'
Spam,"b'We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p'"
Ham,"b""Come round, it's . """
Ham,b'Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here..'
Spam,"b""1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"""
Ham,b'I walked an hour 2 c u! doesn\xc2\x92t that show I care y wont u believe im serious?'
Spam,b'18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.'
Ham,b'Are you available for soiree on June 3rd?'
Ham,b'Do u noe wat time e place dat sells 4d closes?'
Ham,"b'I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished'"
Ham,"b""Jay's getting really impatient and belligerent"""
Ham,b'HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.'
Ham,"b""I'm at work. Please call"""
Ham,b'Then u drive lor.'
Ham,b'Ard 515 like dat. Y?'
Ham,"b""Tell me they're female :V how're you throwing in? We're deciding what all to get now"""
Spam,b'EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN \xc2\xa3100 Cash WKENT/150P16+'
Ham,"b""I'm working technical support :)voice process.networking field."""
Ham,b'I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.'
Ham,b'Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.'
Spam,b'We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150'
Ham,"b""That's fine, I'll bitch at you about it later then"""
Ham,b'No my mum went 2 dentist.'
Ham,b'Once free call me sir. I am waiting for you.'
Ham,b'Meeting u is my work. . . Tel me when shall i do my work tomorrow'
Spam,b'Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU'
Ham,b'Jus finish bathing...'
Ham,"b""alright, I'll make sure the car is back tonight"""
Spam,b'URGENT! We are trying to contact U. Todays draw shows that you have won a \xc2\xa3800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only'
Spam,"b""Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688"""
Ham,b'Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.'
Ham,b'Aight ill get on fb in a couple minutes'
Ham,b'Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.'
Ham,b'Where can download clear movies. Dvd copies.'
Ham,"b'Yep, by the pretty sculpture'"
Ham,b'Convey my regards to him'
Ham,b'Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI'
Ham,b'You tell what happen dont behave like this to me. Ok no need to say'
Ham,b'Can u get pic msgs to your phone?'
Ham,b'Send to someone else :-)'
Ham,b'Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!'
Ham,"b""For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later.."""
Ham,"b""FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t"""
Ham,"b""I don't think he has spatula hands!"""
Ham,b'You can never do NOTHING'
Spam,b'You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p\xc2\xa33.99'
Ham,b'Goodmorning today i am late for  &lt'
Spam,b'WIN URGENT! Your mobile number has been awarded with a \xc2\xa32000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm '
Ham,b'Please da call me any mistake from my side sorry da. Pls da goto doctor.'
Ham,b'Where r we meeting?'
Ham,"b""Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."""
Ham,b'Now only i reached home. . . I am very tired now. . I will come tomorro'
Ham,b'Ryder unsold.now gibbs.'
Spam,b'Dear Subscriber ur draw 4 \xc2\xa3100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062'
Ham,"b""Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay."""
Ham,b'NO GIFTS!! You trying to get me to throw myself off a cliff or something?'
Ham,b'Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.'
Ham,"b""You busy or can I come by at some point and figure out what we're doing tomorrow"""
Ham,"b'Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary'"
Ham,b'Black shirt n blue jeans... I thk i c \xc3\xbc...'
Ham,b'Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.'
Spam,b'Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you'
Ham,b'on hen night. Going with a swing'
Ham,"b'Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*'"
Ham,"b""From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke"""
Ham,"b""No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)"""
Ham,b'S s..first time..dhoni rocks...'
Ham,b'Ok ill tell the company'
Ham,"b'Awesome, think we can get an 8th at usf some time tonight?'"
Ham,b'So that means you still think of teju'
Ham,"b""No I'm good for the movie, is it ok if I leave in an hourish?"""
Ham,b'No no:)this is kallis home ground.amla home town is durban:)'
Ham,b'So lets make it saturday or monday as per convenience.'
Ham,b'Hey... What time is your driving on fri? We go for evaluation on fri?'
Spam,"b'449050000301 You have won a \xc2\xa32,000 price! To claim, call 09050000301.'"
Ham,"b""I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor."""
Spam,"b""Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"""
Ham,b'Cancel cheyyamo?and get some money back?'
Spam,b'Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow'
Ham,b'Ok.ok ok..then..whats ur todays plan'
Ham,b'Good morning princess! How are you?'
Ham,b'Aiyar sorry lor forgot 2 tell u...'
Spam,b'For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p'
Ham,b'Not tonight mate. Catching up on some sleep. This is my new number by the way. '
Ham,"b'Height of Oh shit....!! situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.'"
Spam,b'Ur HMV Quiz cash-balance is currently \xc2\xa3500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg'
Ham,"b'So check your errors and if you had difficulties, do correction.'"
Ham,b'Howz pain?hope u r fine..'
Ham,"b""Sorry, I'll call later"""
Ham,b'Good morning princess! How are you?'
Ham,"b""As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."""
Ham,"b""U wake up already? Thanx 4 e tau sar piah it's quite nice."""
Ham,b'K do I need a login or anything'
Spam,b'Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.'
Ham,b'LOL ... No just was busy'
Ham,b'What * u wearing?'
Ham,b'Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com'
Ham,b'Oh:)as usual vijay film or its different?'
Spam,"b""I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over."""
Ham,b'Have you had a good day? Mine was really busy are you up to much tomorrow night?'
Ham,"b""And is there a way you can send shade's stuff to her. And she has been wonderful too."""
Ham,b'Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-('
Spam,"b'Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832'"
Ham,b'Babe ? I lost you ... :-('
Ham,"b""Ok... Help me ask if she's working tmr a not?"""
Ham,"b""I'm not driving... Raining! Then i'll get caught at e mrt station lor."""
Ham,b'Not a drop in the tank'
Ham,b'(That said can you text him one more time?)'
Ham,"b""Sorry, I'll call later"""
Ham,b'Ok i go change also...'
Spam,"b""1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(\xc2\xa31.50p. m)"""
Ham,b'Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.'
Ham,"b""Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"""
Ham,b'Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee'
Ham,"b""He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment"""
Ham,"b""Hey! There's veggie pizza... :/"""
Ham,b'Yun buying... But school got offer 2000 plus only...'
Ham,b'You sure your neighbors didnt pick it up'
Ham,b'K. I will sent it again'
Spam,"b""Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's"""
Ham,"b'New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp'"
Ham,b'Well. Im computerless. Time to make some oreo truffles'
Ham,"b'Haha yeah I see that now, be there in a sec'"
Ham,b'I am not having her number sir'
Ham,"b""Lol now I'm after that hot air balloon!"""
Ham,b'Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow'
Ham,b'Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil'
Ham,"b'Yeah, we can probably swing by once my roommate finishes up with his girl'"
Spam,"b'Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!'"
Ham,b'Happy new years melody!'
Ham,b'\xc3\x9c dun need to pick ur gf?'
Ham,b'Yay! You better not have told that to 5 other girls either.'
